GAME_DATE_EST,GAME_TIME_EST,GAME_ID,MATCHUP,HOME_TEAM,AWAY_TEAM,HOME_PTS,AWAY_PTS,STATUS,WL
2025-11-29,8:00 PM,0022500297,Nets @ Bucks,Bucks,Nets,116,99,FINAL,F
2025-11-29,8:30 PM,0022500298,Pelicans @ Warriors,Warriors,Pelicans,104,96,FINAL,F
2025-11-29,9:00 PM,0022500299,Nuggets @ Suns,Suns,Nuggets,112,130,FINAL,F
2025-11-29,10:00 PM,0022500300,Mavericks @ Clippers,Clippers,Mavericks,110,114,FINAL,F
2025-11-30,3:00 PM,0022500301,Rockets @ Jazz,Jazz,Rockets,101,129,FINAL,F
2025-11-30,6:00 PM,0022500302,Celtics @ Cavaliers,Cavaliers,Celtics,115,117,FINAL,F
2025-11-30,6:00 PM,0022500303,Raptors @ Knicks,Knicks,Raptors,116,94,FINAL,F
2025-11-30,6:00 PM,0022500304,Hawks @ 76ers,76ers,Hawks,134,142,FINAL,F
2025-11-30,6:00 PM,0022500305,Thunder @ Trail Blazers,Trail Blazers,Thunder,115,123,FINAL,F
2025-11-30,7:00 PM,0022500306,Spurs @ Timberwolves,Timberwolves,Spurs,125,112,FINAL,F
2025-11-30,9:00 PM,0022500307,Grizzlies @ Kings,Kings,Grizzlies,107,115,FINAL,F
2025-11-30,9:30 PM,0022500308,Pelicans @ Lakers,Lakers,Pelicans,133,121,FINAL,F
2025-12-01,7:00 PM,0022500309,Hawks @ Pistons,Pistons,Hawks,99,98,FINAL,F
2025-12-01,7:00 PM,0022500310,Cavaliers @ Pacers,Pacers,Cavaliers,119,135,FINAL,F
2025-12-01,7:00 PM,0022500311,Bucks @ Wizards,Wizards,Bucks,129,126,FINAL,F
2025-12-01,7:30 PM,0022500312,Hornets @ Nets,Nets,Hornets,116,103,FINAL,F
2025-12-01,7:30 PM,0022500313,Clippers @ Heat,Heat,Clippers,140,123,FINAL,F
2025-12-01,7:30 PM,0022500314,Bulls @ Magic,Magic,Bulls,125,120,FINAL,F
2025-12-01,9:00 PM,0022500315,Mavericks @ Nuggets,Nuggets,Mavericks,121,131,FINAL,F
2025-12-01,9:00 PM,0022500316,Rockets @ Jazz,Jazz,Rockets,133,125,FINAL,F
2025-12-01,10:00 PM,0022500317,Suns @ Lakers,Lakers,Suns,108,125,FINAL,F
2025-12-02,7:00 PM,0022500318,Wizards @ 76ers,76ers,Wizards,121,102,FINAL,F
2025-12-02,7:30 PM,0022500319,Trail Blazers @ Raptors,Raptors,Trail Blazers,121,118,FINAL,F
2025-12-02,8:00 PM,0022500320,Knicks @ Celtics,Celtics,Knicks,123,117,FINAL,F
2025-12-02,8:00 PM,0022500321,Timberwolves @ Pelicans,Pelicans,Timberwolves,142,149,FINAL,F
2025-12-02,8:00 PM,0022500322,Grizzlies @ Spurs,Spurs,Grizzlies,126,119,FINAL,F
2025-12-02,11:00 PM,0022500323,Thunder @ Warriors,Warriors,Thunder,112,124,FINAL,F
2025-12-03,7:00 PM,0022500324,Trail Blazers @ Cavaliers,Cavaliers,Trail Blazers,110,122,FINAL,F
2025-12-03,7:00 PM,0022500325,Nuggets @ Pacers,Pacers,Nuggets,120,135,FINAL,F
2025-12-03,7:00 PM,0022500326,Spurs @ Magic,Magic,Spurs,112,114,FINAL,F
2025-12-03,7:30 PM,0022500327,Clippers @ Hawks,Hawks,Clippers,92,115,FINAL,F
2025-12-03,7:30 PM,0022500328,Hornets @ Knicks,Knicks,Hornets,119,104,FINAL,F
2025-12-03,8:00 PM,0022500329,Nets @ Bulls,Bulls,Nets,103,113,FINAL,F
2025-12-03,8:00 PM,0022500330,Kings @ Rockets,Rockets,Kings,121,95,FINAL,F
2025-12-03,8:00 PM,0022500331,Pistons @ Bucks,Bucks,Pistons,113,109,FINAL,F
2025-12-03,8:30 PM,0022500332,Heat @ Mavericks,Mavericks,Heat,118,108,FINAL,F
2025-12-04,7:00 PM,0022500333,Warriors @ 76ers,76ers,Warriors,99,98,FINAL,F
2025-12-04,7:00 PM,0022500334,Celtics @ Wizards,Wizards,Celtics,101,146,FINAL,F
2025-12-04,7:30 PM,0022500335,Jazz @ Nets,Nets,Jazz,110,123,FINAL,F
2025-12-04,7:30 PM,0022500336,Lakers @ Raptors,Raptors,Lakers,120,123,FINAL,F
2025-12-04,8:00 PM,0022500337,Timberwolves @ Pelicans,Pelicans,Timberwolves,116,125,FINAL,F
2025-12-05,7:00 PM,0022500338,Lakers @ Celtics,Celtics,Lakers,126,105,FINAL,F
2025-12-05,7:00 PM,0022500339,Heat @ Magic,Magic,Heat,106,105,FINAL,F
2025-12-05,7:30 PM,0022500340,Nuggets @ Hawks,Hawks,Nuggets,133,134,FINAL,F
2025-12-05,7:30 PM,0022500341,Spurs @ Cavaliers,Cavaliers,Spurs,130,117,FINAL,F
2025-12-05,7:30 PM,0022500342,Trail Blazers @ Pistons,Pistons,Trail Blazers,122,116,FINAL,F
2025-12-05,7:30 PM,0022500343,Jazz @ Knicks,Knicks,Jazz,146,112,FINAL,F
2025-12-05,7:30 PM,0022500344,Hornets @ Raptors,Raptors,Hornets,86,111,FINAL,F
2025-12-05,8:00 PM,0022500345,Pacers @ Bulls,Bulls,Pacers,105,120,FINAL,F
2025-12-05,8:00 PM,0022500346,Suns @ Rockets,Rockets,Suns,117,98,FINAL,F
2025-12-05,8:00 PM,0022500347,Clippers @ Grizzlies,Grizzlies,Clippers,107,98,FINAL,F
2025-12-05,8:00 PM,0022500348,76ers @ Bucks,Bucks,76ers,101,116,FINAL,F
2025-12-05,9:30 PM,0022500349,Mavericks @ Thunder,Thunder,Mavericks,132,111,FINAL,F
2025-12-06,5:00 PM,0022500350,Pelicans @ Nets,Nets,Pelicans,119,101,FINAL,F
2025-12-06,7:00 PM,0022500351,Hawks @ Wizards,Wizards,Hawks,116,131,FINAL,F
2025-12-06,7:30 PM,0022500352,Warriors @ Cavaliers,Cavaliers,Warriors,94,99,FINAL,F
2025-12-06,7:30 PM,0022500353,Bucks @ Pistons,Pistons,Bucks,124,112,FINAL,F
2025-12-06,8:00 PM,0022500354,Kings @ Heat,Heat,Kings,111,127,FINAL,F
2025-12-06,8:00 PM,0022500355,Clippers @ Timberwolves,Timberwolves,Clippers,109,106,FINAL,F
2025-12-06,8:30 PM,0022500356,Rockets @ Mavericks,Mavericks,Rockets,122,109,FINAL,F
2025-12-07,12:00 PM,0022500357,Magic @ Knicks,Knicks,Magic,106,100,FINAL,F
2025-12-07,3:30 PM,0022500358,Celtics @ Raptors,Raptors,Celtics,113,121,FINAL,F
2025-12-07,6:00 PM,0022500359,Nuggets @ Hornets,Hornets,Nuggets,106,115,FINAL,F
2025-12-07,6:00 PM,0022500360,Trail Blazers @ Grizzlies,Grizzlies,Trail Blazers,119,96,FINAL,F
2025-12-07,7:00 PM,0022500361,Warriors @ Bulls,Bulls,Warriors,91,123,FINAL,F
2025-12-07,7:30 PM,0022500362,Lakers @ 76ers,76ers,Lakers,108,112,FINAL,F
2025-12-07,8:00 PM,0022500363,Thunder @ Jazz,Jazz,Thunder,101,131,FINAL,F
2025-12-08,7:00 PM,0022500364,Kings @ Pacers,Pacers,Kings,116,105,FINAL,F
2025-12-08,7:30 PM,0022500365,Suns @ Timberwolves,Timberwolves,Suns,105,108,FINAL,F
2025-12-08,8:00 PM,0022500366,Spurs @ Pelicans,Pelicans,Spurs,132,135,FINAL,F
2025-12-09,6:00 PM,0022501201,Heat @ Magic,Magic,Heat,117,108,FINAL,F
2025-12-09,8:30 PM,0022501202,Knicks @ Raptors,Raptors,Knicks,101,117,FINAL,F
2025-12-10,7:30 PM,0022501203,Suns @ Thunder,Thunder,Suns,138,89,FINAL,F
2025-12-10,10:00 PM,0022501204,Spurs @ Lakers,Lakers,Spurs,119,132,FINAL,F
2025-12-11,8:00 PM,0022501205,Clippers @ Rockets,Rockets,Clippers,115,113,FINAL,F
2025-12-11,8:00 PM,0022501206,Celtics @ Bucks,Bucks,Celtics,116,101,FINAL,F
2025-12-11,8:00 PM,0022501207,Trail Blazers @ Pelicans,Pelicans,Trail Blazers,143,120,FINAL,F
2025-12-11,10:00 PM,0022501208,Nuggets @ Kings,Kings,Nuggets,105,136,FINAL,F
2025-12-12,7:00 PM,0022501209,Bulls @ Hornets,Hornets,Bulls,126,129,FINAL,F
2025-12-12,7:00 PM,0022501210,Hawks @ Pistons,Pistons,Hawks,142,115,FINAL,F
2025-12-12,7:00 PM,0022501211,Pacers @ 76ers,76ers,Pacers,115,105,FINAL,F
2025-12-12,7:00 PM,0022501212,Cavaliers @ Wizards,Wizards,Cavaliers,126,130,FINAL,F
2025-12-12,8:00 PM,0022501213,Jazz @ Grizzlies,Grizzlies,Jazz,126,130,FINAL,F
2025-12-12,8:30 PM,0022501214,Nets @ Mavericks,Mavericks,Nets,119,111,FINAL,F
2025-12-12,10:00 PM,0022501215,Timberwolves @ Warriors,Warriors,Timberwolves,120,127,FINAL,F
2025-12-13,5:30 PM,0022501229,Knicks @ Magic,Magic,Knicks,120,132,FINAL,F
2025-12-13,9:00 PM,0022501230,Spurs @ Thunder,Thunder,Spurs,109,111,FINAL,F
2025-12-14,3:00 PM,0022501216,Wizards @ Pacers,Pacers,Wizards,89,108,FINAL,F
2025-12-14,6:00 PM,0022501217,76ers @ Hawks,Hawks,76ers,120,117,FINAL,F
2025-12-14,3:30 PM,0022501218,Hornets @ Cavaliers,Cavaliers,Hornets,111,119,FINAL,F
2025-12-14,6:00 PM,0022501219,Bucks @ Nets,Nets,Bucks,127,82,FINAL,F
2025-12-14,7:00 PM,0022501220,Kings @ Timberwolves,Timberwolves,Kings,117,103,FINAL,F
2025-12-14,9:00 PM,0022501221,Warriors @ Trail Blazers,Trail Blazers,Warriors,136,131,FINAL,F
2025-12-14,7:00 PM,0022501223,Pelicans @ Bulls,Bulls,Pelicans,104,114,FINAL,F
2025-12-14,8:00 PM,0022501228,Lakers @ Suns,Suns,Lakers,114,116,FINAL,F
2025-12-15,7:00 PM,0022501222,Pistons @ Celtics,Celtics,Pistons,105,112,FINAL,F
2025-12-15,9:00 PM,0022501224,Mavericks @ Jazz,Jazz,Mavericks,140,133,FINAL,F
2025-12-15,9:30 PM,0022501225,Rockets @ Nuggets,Nuggets,Rockets,128,125,FINAL,F
2025-12-15,10:30 PM,0022501226,Grizzlies @ Clippers,Clippers,Grizzlies,103,121,FINAL,F
2025-12-15,7:30 PM,0022501227,Raptors @ Heat,Heat,Raptors,96,106,FINAL,F
2025-12-16,8:30 PM,0062500001,Spurs @ Knicks,Knicks,Spurs,124,113,FINAL,F
2025-12-17,8:00 PM,0022500367,Cavaliers @ Bulls,Bulls,Cavaliers,127,111,FINAL,F
2025-12-17,8:00 PM,0022500368,Grizzlies @ Timberwolves,Timberwolves,Grizzlies,110,116,FINAL,F
2025-12-18,8:00 PM,0022500369,Clippers @ Thunder,Thunder,Clippers,122,101,FINAL,F
2025-12-18,8:00 PM,0022500370,Wizards @ Spurs,Spurs,Wizards,119,94,FINAL,F
2025-12-18,7:00 PM,0022500371,Hawks @ Hornets,Hornets,Hawks,133,126,FINAL,F
2025-12-18,7:00 PM,0022500372,Knicks @ Pacers,Pacers,Knicks,113,114,FINAL,F
2025-12-18,7:30 PM,0022500373,Heat @ Nets,Nets,Heat,95,106,FINAL,F
2025-12-18,8:00 PM,0022500374,Raptors @ Bucks,Bucks,Raptors,105,111,FINAL,F
2025-12-18,8:00 PM,0022500375,Rockets @ Pelicans,Pelicans,Rockets,133,128,FINAL,F
2025-12-18,8:30 PM,0022500376,Pistons @ Mavericks,Mavericks,Pistons,116,114,FINAL,F
2025-12-18,9:00 PM,0022500377,Magic @ Nuggets,Nuggets,Magic,126,115,FINAL,F
2025-12-18,9:00 PM,0022500378,Warriors @ Suns,Suns,Warriors,99,98,FINAL,F
2025-12-18,9:00 PM,0022500379,Lakers @ Jazz,Jazz,Lakers,135,143,FINAL,F
2025-12-18,10:00 PM,0022500380,Kings @ Trail Blazers,Trail Blazers,Kings,134,133,FINAL,F
2025-12-19,7:00 PM,0022500381,Heat @ Celtics,Celtics,Heat,129,116,FINAL,F
2025-12-19,7:00 PM,0022500382,76ers @ Knicks,Knicks,76ers,107,116,FINAL,F
2025-12-19,7:30 PM,0022500383,Spurs @ Hawks,Hawks,Spurs,98,126,FINAL,F
2025-12-19,7:30 PM,0022500384,Bulls @ Cavaliers,Cavaliers,Bulls,125,136,FINAL,F
2025-12-19,9:30 PM,0022500385,Thunder @ Timberwolves,Timberwolves,Thunder,112,107,FINAL,F
2025-12-20,5:00 PM,0022500386,Rockets @ Nuggets,Nuggets,Rockets,101,115,FINAL,F
2025-12-20,7:00 PM,0022500387,Mavericks @ 76ers,76ers,Mavericks,121,114,FINAL,F
2025-12-20,7:00 PM,0022500388,Celtics @ Raptors,Raptors,Celtics,96,112,FINAL,F
2025-12-20,7:00 PM,0022500389,Pacers @ Pelicans,Pelicans,Pacers,128,109,FINAL,F
2025-12-20,7:30 PM,0022500390,Hornets @ Pistons,Pistons,Hornets,112,86,FINAL,F
2025-12-20,8:00 PM,0022500391,Wizards @ Grizzlies,Grizzlies,Wizards,122,130,FINAL,F
2025-12-20,8:30 PM,0022500392,Suns @ Warriors,Warriors,Suns,119,116,FINAL,F
2025-12-20,9:30 PM,0022500393,Magic @ Jazz,Jazz,Magic,127,128,FINAL,F
2025-12-20,10:00 PM,0022500394,Trail Blazers @ Kings,Kings,Trail Blazers,93,98,FINAL,F
2025-12-20,10:30 PM,0022500395,Lakers @ Clippers,Clippers,Lakers,103,88,FINAL,F
2025-12-21,3:30 PM,0022500396,Bulls @ Hawks,Hawks,Bulls,150,152,FINAL,F
2025-12-21,6:00 PM,0022500397,Raptors @ Nets,Nets,Raptors,96,81,FINAL,F
2025-12-21,6:00 PM,0022500398,Heat @ Knicks,Knicks,Heat,132,125,FINAL,F
2025-12-21,7:00 PM,0022500399,Spurs @ Wizards,Wizards,Spurs,113,124,FINAL,F
2025-12-21,7:00 PM,0022500400,Bucks @ Timberwolves,Timberwolves,Bucks,103,100,FINAL,F
2025-12-21,10:00 PM,0022500401,Rockets @ Kings,Kings,Rockets,125,124,FINAL,F
2025-12-22,7:00 PM,0022500402,Hornets @ Cavaliers,Cavaliers,Hornets,139,132,FINAL,F
2025-12-22,7:30 PM,0022500403,Pacers @ Celtics,Celtics,Pacers,103,95,FINAL,F
2025-12-22,8:00 PM,0022500404,Mavericks @ Pelicans,Pelicans,Mavericks,119,113,FINAL,F
2025-12-22,9:00 PM,0022500405,Jazz @ Nuggets,Nuggets,Jazz,135,112,FINAL,F
2025-12-22,9:30 PM,0022500406,Grizzlies @ Thunder,Thunder,Grizzlies,119,103,FINAL,F
2025-12-22,10:00 PM,0022500407,Magic @ Warriors,Warriors,Magic,120,97,FINAL,F
2025-12-22,10:00 PM,0022500408,Pistons @ Trail Blazers,Trail Blazers,Pistons,102,110,FINAL,F
2025-12-23,7:00 PM,0022500409,Wizards @ Hornets,Hornets,Wizards,126,109,FINAL,F
2025-12-23,7:00 PM,0022500410,Nets @ 76ers,76ers,Nets,106,114,FINAL,F
2025-12-23,7:30 PM,0022500411,Bulls @ Hawks,Hawks,Bulls,123,126,FINAL,F
2025-12-23,7:30 PM,0022500412,Pelicans @ Cavaliers,Cavaliers,Pelicans,141,118,FINAL,F
2025-12-23,7:30 PM,0022500413,Bucks @ Pacers,Pacers,Bucks,94,111,FINAL,F
2025-12-23,7:30 PM,0022500414,Raptors @ Heat,Heat,Raptors,91,112,FINAL,F
2025-12-23,8:00 PM,0022500415,Nuggets @ Mavericks,Mavericks,Nuggets,131,130,FINAL,F
2025-12-23,8:00 PM,0022500416,Knicks @ Timberwolves,Timberwolves,Knicks,115,104,FINAL,F
2025-12-23,8:30 PM,0022500417,Thunder @ Spurs,Spurs,Thunder,130,110,FINAL,F
2025-12-23,9:00 PM,0022500418,Lakers @ Suns,Suns,Lakers,132,108,FINAL,F
2025-12-23,9:00 PM,0022500419,Grizzlies @ Jazz,Jazz,Grizzlies,128,137,FINAL,F
2025-12-23,10:00 PM,0022500420,Magic @ Trail Blazers,Trail Blazers,Magic,106,110,FINAL,F
2025-12-23,10:00 PM,0022500421,Pistons @ Kings,Kings,Pistons,127,136,FINAL,F
2025-12-23,10:30 PM,0022500422,Rockets @ Clippers,Clippers,Rockets,128,108,FINAL,F
2025-12-25,12:00 PM,0022500009,Cavaliers @ Knicks,Knicks,Cavaliers,126,124,FINAL,F
2025-12-25,2:30 PM,0022500010,Spurs @ Thunder,Thunder,Spurs,102,117,FINAL,F
2025-12-25,5:00 PM,0022500011,Mavericks @ Warriors,Warriors,Mavericks,126,116,FINAL,F
2025-12-25,8:00 PM,0022500012,Rockets @ Lakers,Lakers,Rockets,96,119,FINAL,F
2025-12-25,10:30 PM,0022500013,Timberwolves @ Nuggets,Nuggets,Timberwolves,142,138,FINAL,F
2025-12-26,7:00 PM,0022500423,Heat @ Hawks,Hawks,Heat,111,126,FINAL,F
2025-12-26,7:00 PM,0022500424,Hornets @ Magic,Magic,Hornets,105,120,FINAL,F
2025-12-26,7:00 PM,0022500425,Raptors @ Wizards,Wizards,Raptors,138,117,FINAL,F
2025-12-26,7:00 PM,0022500426,Celtics @ Pacers,Pacers,Celtics,122,140,FINAL,F
2025-12-26,7:30 PM,0022500427,76ers @ Bulls,Bulls,76ers,109,102,FINAL,F
2025-12-26,8:00 PM,0022500428,Bucks @ Grizzlies,Grizzlies,Bucks,125,104,FINAL,F
2025-12-26,8:00 PM,0022500429,Suns @ Pelicans,Pelicans,Suns,108,115,FINAL,F
2025-12-26,9:30 PM,0022500430,Pistons @ Jazz,Jazz,Pistons,131,129,FINAL,F
2025-12-26,10:00 PM,0022500431,Clippers @ Trail Blazers,Trail Blazers,Clippers,103,119,FINAL,F
2025-12-27,5:00 PM,0022500432,Mavericks @ Kings,Kings,Mavericks,113,107,FINAL,F
2025-12-27,7:00 PM,0022500433,Nuggets @ Magic,Magic,Nuggets,127,126,FINAL,F
2025-12-27,7:00 PM,0022500434,Suns @ Pelicans,Pelicans,Suns,114,123,FINAL,F
2025-12-27,8:00 PM,0022500435,Knicks @ Hawks,Hawks,Knicks,125,128,FINAL,F
2025-12-27,8:00 PM,0022500436,Pacers @ Heat,Heat,Pacers,142,116,FINAL,F
2025-12-27,8:00 PM,0022500437,Bucks @ Bulls,Bulls,Bucks,103,112,FINAL,F
2025-12-27,8:00 PM,0022500438,Cavaliers @ Rockets,Rockets,Cavaliers,117,100,FINAL,F
2025-12-27,8:00 PM,0022500439,Nets @ Timberwolves,Timberwolves,Nets,107,123,FINAL,F
2025-12-27,8:00 PM,0022500440,Jazz @ Spurs,Spurs,Jazz,114,127,FINAL,F
2025-12-28,3:30 PM,0022500441,Warriors @ Raptors,Raptors,Warriors,141,127,FINAL,F
2025-12-28,3:30 PM,0022500442,76ers @ Thunder,Thunder,76ers,129,104,FINAL,F
2025-12-28,6:00 PM,0022500443,Grizzlies @ Wizards,Wizards,Grizzlies,116,112,FINAL,F
2025-12-28,6:00 PM,0022500444,Celtics @ Trail Blazers,Trail Blazers,Celtics,114,108,FINAL,F
2025-12-28,9:00 PM,0022500445,Pistons @ Clippers,Clippers,Pistons,112,99,FINAL,F
2025-12-28,9:30 PM,0022500446,Kings @ Lakers,Lakers,Kings,125,101,FINAL,F
2025-12-29,7:00 PM,0022500447,Bucks @ Hornets,Hornets,Bucks,113,123,FINAL,F
2025-12-29,7:00 PM,0022500448,Suns @ Wizards,Wizards,Suns,101,115,FINAL,F
2025-12-29,7:30 PM,0022500449,Warriors @ Nets,Nets,Warriors,107,120,FINAL,F
2025-12-29,7:30 PM,0022500450,Nuggets @ Heat,Heat,Nuggets,147,123,FINAL,F
2025-12-29,7:30 PM,0022500451,Magic @ Raptors,Raptors,Magic,107,106,FINAL,F
2025-12-29,8:00 PM,0022500452,Timberwolves @ Bulls,Bulls,Timberwolves,101,136,FINAL,F
2025-12-29,8:00 PM,0022500453,Pacers @ Rockets,Rockets,Pacers,126,119,FINAL,F
2025-12-29,8:00 PM,0022500454,Knicks @ Pelicans,Pelicans,Knicks,125,130,FINAL,F
2025-12-29,8:00 PM,0022500455,Hawks @ Thunder,Thunder,Hawks,140,129,FINAL,F
2025-12-29,8:00 PM,0022500456,Cavaliers @ Spurs,Spurs,Cavaliers,101,113,FINAL,F
2025-12-29,10:30 PM,0022500457,Mavericks @ Trail Blazers,Trail Blazers,Mavericks,125,122,FINAL,F
2025-12-30,8:00 PM,0022500458,76ers @ Grizzlies,Grizzlies,76ers,136,139,FINAL,F
2025-12-30,9:00 PM,0022500459,Celtics @ Jazz,Jazz,Celtics,119,129,FINAL,F
2025-12-30,10:30 PM,0022500460,Pistons @ Lakers,Lakers,Pistons,106,128,FINAL,F
2025-12-30,11:00 PM,0022500461,Kings @ Clippers,Clippers,Kings,131,90,FINAL,F
2025-12-31,1:00 PM,0022500462,Warriors @ Hornets,Hornets,Warriors,125,132,FINAL,F
2025-12-31,3:00 PM,0022500463,Timberwolves @ Hawks,Hawks,Timberwolves,126,102,FINAL,F
2025-12-31,3:00 PM,0022500464,Magic @ Pacers,Pacers,Magic,110,112,FINAL,F
2025-12-31,3:30 PM,0022500465,Suns @ Cavaliers,Cavaliers,Suns,129,113,FINAL,F
2025-12-31,7:00 PM,0022500466,Pelicans @ Bulls,Bulls,Pelicans,134,118,FINAL,F
2025-12-31,7:00 PM,0022500467,Knicks @ Spurs,Spurs,Knicks,134,132,FINAL,F
2025-12-31,7:30 PM,0022500468,Nuggets @ Raptors,Raptors,Nuggets,103,106,FINAL,F
2025-12-31,8:00 PM,0022500469,Wizards @ Bucks,Bucks,Wizards,113,114,FINAL,F
2025-12-31,8:00 PM,0022500470,Trail Blazers @ Thunder,Thunder,Trail Blazers,124,95,FINAL,F
2026-01-01,6:00 PM,0022500471,Rockets @ Nets,Nets,Rockets,96,120,FINAL,F
2026-01-01,7:00 PM,0022500472,Heat @ Pistons,Pistons,Heat,112,118,FINAL,F
2026-01-01,8:30 PM,0022500473,76ers @ Mavericks,Mavericks,76ers,108,123,FINAL,F
2026-01-01,10:00 PM,0022500474,Celtics @ Kings,Kings,Celtics,106,120,FINAL,F
2026-01-01,10:30 PM,0022500475,Jazz @ Clippers,Clippers,Jazz,118,101,FINAL,F
2026-01-02,7:00 PM,0022500476,Spurs @ Pacers,Pacers,Spurs,113,123,FINAL,F
2026-01-02,7:00 PM,0022500477,Nets @ Wizards,Wizards,Nets,119,99,FINAL,F
2026-01-02,7:30 PM,0022500478,Nuggets @ Cavaliers,Cavaliers,Nuggets,113,108,FINAL,F
2026-01-02,7:30 PM,0022500479,Hawks @ Knicks,Knicks,Hawks,99,111,FINAL,F
2026-01-02,8:00 PM,0022500480,Magic @ Bulls,Bulls,Magic,121,114,FINAL,F
2026-01-02,8:00 PM,0022500481,Hornets @ Bucks,Bucks,Hornets,122,121,FINAL,F
2026-01-02,8:00 PM,0022500482,Trail Blazers @ Pelicans,Pelicans,Trail Blazers,109,122,FINAL,F
2026-01-02,9:00 PM,0022500483,Kings @ Suns,Suns,Kings,129,102,FINAL,F
2026-01-02,10:00 PM,0022500484,Thunder @ Warriors,Warriors,Thunder,94,131,FINAL,F
2026-01-02,10:30 PM,0022500485,Grizzlies @ Lakers,Lakers,Grizzlies,128,121,FINAL,F
2026-01-03,5:00 PM,0022500486,Timberwolves @ Heat,Heat,Timberwolves,115,125,FINAL,F
2026-01-03,7:30 PM,0022500487,76ers @ Knicks,Knicks,76ers,119,130,FINAL,F
2026-01-03,7:30 PM,0022500488,Hawks @ Raptors,Raptors,Hawks,134,117,FINAL,F
2026-01-03,8:00 PM,0022500489,Hornets @ Bulls,Bulls,Hornets,99,112,FINAL,F
2026-01-03,8:00 PM,0022500490,Trail Blazers @ Spurs,Spurs,Trail Blazers,110,115,FINAL,F
2026-01-03,8:30 PM,0022500491,Rockets @ Mavericks,Mavericks,Rockets,110,104,FINAL,F
2026-01-03,10:00 PM,0022500492,Jazz @ Warriors,Warriors,Jazz,123,114,FINAL,F
2026-01-03,10:30 PM,0022500493,Celtics @ Clippers,Clippers,Celtics,115,146,FINAL,F
2026-01-04,2:00 PM,0022500494,Pistons @ Cavaliers,Cavaliers,Pistons,110,114,FINAL,F
2026-01-04,3:00 PM,0022500495,Pacers @ Magic,Magic,Pacers,135,127,FINAL,F
2026-01-04,3:30 PM,0022500496,Nuggets @ Nets,Nets,Nuggets,127,115,FINAL,F
2026-01-04,6:00 PM,0022500497,Pelicans @ Heat,Heat,Pelicans,125,106,FINAL,F
2026-01-04,6:00 PM,0022500498,Timberwolves @ Wizards,Wizards,Timberwolves,115,141,FINAL,F
2026-01-04,8:00 PM,0022500499,Thunder @ Suns,Suns,Thunder,108,105,FINAL,F
2026-01-04,9:00 PM,0022500500,Bucks @ Kings,Kings,Bucks,98,115,FINAL,F
2026-01-04,9:30 PM,0022500501,Grizzlies @ Lakers,Lakers,Grizzlies,120,114,FINAL,F
2026-01-05,7:00 PM,0022500502,Knicks @ Pistons,Pistons,Knicks,121,90,FINAL,F
2026-01-05,7:30 PM,0022500503,Bulls @ Celtics,Celtics,Bulls,115,101,FINAL,F
2026-01-05,7:30 PM,0022500504,Hawks @ Raptors,Raptors,Hawks,118,100,FINAL,F
2026-01-05,8:00 PM,0022500505,Suns @ Rockets,Rockets,Suns,100,97,FINAL,F
2026-01-05,8:00 PM,0022500506,Hornets @ Thunder,Thunder,Hornets,97,124,FINAL,F
2026-01-05,8:30 PM,0022500507,Nuggets @ 76ers,76ers,Nuggets,124,125,FINAL,F
2026-01-05,10:00 PM,0022500508,Warriors @ Clippers,Clippers,Warriors,103,102,FINAL,F
2026-01-05,10:00 PM,0022500509,Jazz @ Trail Blazers,Trail Blazers,Jazz,137,117,FINAL,F
2026-01-06,7:00 PM,0022500510,Cavaliers @ Pacers,Pacers,Cavaliers,116,120,FINAL,F
2026-01-06,7:00 PM,0022500511,Magic @ Wizards,Wizards,Magic,120,112,FINAL,F
2026-01-06,8:00 PM,0022500512,Spurs @ Grizzlies,Grizzlies,Spurs,106,105,FINAL,F
2026-01-06,8:00 PM,0022500513,Heat @ Timberwolves,Timberwolves,Heat,122,94,FINAL,F
2026-01-06,8:00 PM,0022500514,Lakers @ Pelicans,Pelicans,Lakers,103,111,FINAL,F
2026-01-06,11:00 PM,0022500515,Mavericks @ Kings,Kings,Mavericks,98,100,FINAL,F
2026-01-07,7:00 PM,0022500516,Raptors @ Hornets,Hornets,Raptors,96,97,FINAL,F
2026-01-07,7:00 PM,0022500517,Bulls @ Pistons,Pistons,Bulls,108,93,FINAL,F
2026-01-07,7:00 PM,0022500518,Wizards @ 76ers,76ers,Wizards,131,110,FINAL,F
2026-01-07,7:30 PM,0022500519,Pelicans @ Hawks,Hawks,Pelicans,117,100,FINAL,F
2026-01-07,7:00 PM,0022500520,Nuggets @ Celtics,Celtics,Nuggets,110,114,FINAL,F
2026-01-07,7:30 PM,0022500521,Magic @ Nets,Nets,Magic,103,104,FINAL,F
2026-01-07,7:30 PM,0022500522,Clippers @ Knicks,Knicks,Clippers,123,111,FINAL,F
2026-01-07,9:30 PM,0022500523,Lakers @ Spurs,Spurs,Lakers,107,91,FINAL,F
2026-01-07,8:00 PM,0022500524,Suns @ Grizzlies,Grizzlies,Suns,98,117,FINAL,F
2026-01-07,8:00 PM,0022500525,Jazz @ Thunder,Thunder,Jazz,129,125,FINAL,F
2026-01-07,10:00 PM,0022500526,Bucks @ Warriors,Warriors,Bucks,120,113,FINAL,F
2026-01-07,10:00 PM,0022500527,Rockets @ Trail Blazers,Trail Blazers,Rockets,103,102,FINAL,F
2026-01-08,7:00 PM,0022500528,Pacers @ Hornets,Hornets,Pacers,112,114,FINAL,F
