TEAM_ID,TEAM_NAME,SEASON,games_played,wins,losses,avg_pts,avg_ast,avg_reb,avg_fg_pct,avg_fg3_pct,avg_ft_pct
1610612754,Indiana Pacers,2019,73,45,28,109.43835616438356,25.863013698630137,42.80821917808219,47.78356164383561,36.23835616438356,78.31369863013698
1610612754,Indiana Pacers,2020,72,34,38,115.30555555555556,27.40277777777778,42.666666666666664,47.54027777777778,36.46944444444444,79.06527777777778
1610612754,Indiana Pacers,2021,82,25,57,111.46341463414635,25.378048780487806,43.853658536585364,46.37317073170732,34.44878048780488,77.14878048780488
1610612754,Indiana Pacers,2022,82,35,47,116.28048780487805,26.98780487804878,41.548780487804876,46.99146341463415,36.59512195121951,78.90121951219513
1610612754,Indiana Pacers,2023,82,47,35,123.29268292682927,30.75609756097561,41.52439024390244,50.85000000000001,37.28536585365853,78.15975609756097
1610612754,Indiana Pacers,2024,82,50,32,117.36585365853658,29.24390243902439,41.829268292682926,48.84146341463415,36.68170731707317,79.0158536585366
1610612754,Indiana Pacers,2025,38,7,31,110.84210526315789,24.473684210526315,42.44736842105263,44.410526315789475,34.28684210526316,77.75789473684212
1610612755,Philadelphia 76ers,2010,82,41,41,99.01219512195122,22.695121951219512,41.80487804878049,46.26219512195122,35.19390243902439,77.28902439024391
1610612755,Philadelphia 76ers,2011,66,35,31,93.63636363636364,22.015151515151516,43.15151515151515,44.89090909090909,35.306060606060605,74.17272727272729
1610612755,Philadelphia 76ers,2012,82,34,48,93.17073170731707,22.76829268292683,41.329268292682926,44.452439024390245,35.856097560975606,72.36341463414634
1610612755,Philadelphia 76ers,2013,82,19,63,99.45121951219512,21.841463414634145,42.74390243902439,43.674390243902444,31.26951219512195,70.74634146341464
1610612755,Philadelphia 76ers,2014,82,18,64,91.97560975609755,20.524390243902438,42.853658536585364,40.90121951219513,31.49878048780488,67.78536585365855
1610612755,Philadelphia 76ers,2015,82,10,72,97.41463414634147,21.524390243902438,41.24390243902439,43.267073170731706,33.74390243902439,69.76707317073169
1610612755,Philadelphia 76ers,2016,82,28,54,102.4390243902439,23.76829268292683,42.84146341463415,44.29878048780488,34.00243902439025,76.55975609756098
1610612755,Philadelphia 76ers,2017,82,52,30,109.8048780487805,27.085365853658537,47.426829268292686,47.24634146341463,36.6890243902439,75.92682926829268
1610612755,Philadelphia 76ers,2018,82,51,31,115.1829268292683,26.914634146341463,47.76829268292683,47.19024390243902,35.89390243902439,77.11097560975611
1610612755,Philadelphia 76ers,2019,73,43,30,110.73972602739725,25.80821917808219,45.43835616438356,46.8013698630137,36.67808219178082,74.84246575342466
1610612755,Philadelphia 76ers,2020,72,49,23,113.63888888888889,23.694444444444443,45.05555555555556,47.68472222222222,37.6,76.74583333333334
1610612755,Philadelphia 76ers,2021,82,51,31,109.9390243902439,23.71951219512195,42.31707317073171,46.70975609756097,36.385365853658534,81.69756097560976
1610612755,Philadelphia 76ers,2022,82,54,28,115.21951219512195,25.158536585365855,40.926829268292686,48.76951219512195,38.50121951219512,83.49756097560976
1610612755,Philadelphia 76ers,2023,82,47,35,114.59756097560975,24.890243902439025,42.951219512195124,46.545121951219514,36.00365853658536,82.31951219512194
1610612755,Philadelphia 76ers,2024,82,24,58,109.60975609756098,23.182926829268293,39.792682926829265,45.48780487804878,34.078048780487805,78.25731707317074
1610612755,Philadelphia 76ers,2025,35,20,15,117.62857142857143,25.085714285714285,44.42857142857143,45.565714285714286,36.214285714285715,81.73142857142858
1610612756,Phoenix Suns,2010,82,40,42,105.01219512195122,23.71951219512195,40.23170731707317,47.13170731707317,36.926829268292686,76.3719512195122
1610612756,Phoenix Suns,2011,66,33,33,98.36363636363636,22.515151515151516,41.696969696969695,45.92878787878787,34.29545454545455,75.97878787878788
1610612756,Phoenix Suns,2012,82,25,57,95.1829268292683,22.621951219512194,41.6219512195122,44.36219512195122,32.831707317073175,74.55975609756098
1610612756,Phoenix Suns,2013,82,48,34,105.23170731707317,19.0609756097561,43.03658536585366,46.49878048780487,37.55853658536586,75.15487804878049
1610612756,Phoenix Suns,2014,82,39,43,102.40243902439025,20.23170731707317,43.15853658536585,45.19878048780488,33.75975609756098,75.87195121951218
1610612756,Phoenix Suns,2015,82,23,59,100.86585365853658,20.74390243902439,44.829268292682926,43.53536585365853,34.43658536585366,74.65731707317073
1610612756,Phoenix Suns,2016,82,24,58,107.6951219512195,19.5609756097561,44.97560975609756,45.23536585365854,33.31341463414634,77.61707317073171
1610612756,Phoenix Suns,2017,82,21,61,103.92682926829268,21.25609756097561,44.1219512195122,44.33048780487805,33.53780487804878,73.75853658536585
1610612756,Phoenix Suns,2018,82,19,63,107.5,23.865853658536587,40.3780487804878,45.97073170731707,32.75609756097561,77.86219512195122
1610612756,Phoenix Suns,2019,73,34,39,113.61643835616438,27.21917808219178,43.52054794520548,46.86575342465754,35.75479452054795,83.01232876712328
1610612756,Phoenix Suns,2020,72,51,21,115.27777777777777,26.930555555555557,42.94444444444444,49.145833333333336,37.73333333333333,83.72222222222221
1610612756,Phoenix Suns,2021,82,64,18,114.82926829268293,27.365853658536587,45.292682926829265,48.57073170731708,36.43780487804878,79.53048780487806
1610612756,Phoenix Suns,2022,82,45,37,113.64634146341463,27.25609756097561,44.24390243902439,46.80975609756098,37.13170731707317,79.4451219512195
1610612756,Phoenix Suns,2023,82,49,33,116.2439024390244,27.048780487804876,44.073170731707314,49.45487804878048,37.98658536585366,80.8280487804878
